,1960s,1970s,1980s,1990s,2000s,2010s,2020s
아침,,3.205266259918367,7.236999113106865,11.69999767483292,6.406670238614854,8.742068864385413,8.89458118510664
아래,,3.197753761542899,4.430300332833324,4.871994074227662,4.732463097650046,7.563236848869808,9.454890115624018
달빛,,3.183214572407488,4.423726626637896,1.0858593855176646,2.82905111903557,4.05679279331398,1.8416897393032023
빗물,,3.107585358118307,4.235038013297352,,1.9376125709921825,3.2318775412318907,1.0037678123167018
비야,,3.058936509308327,,,,,
달이,,2.989347650386119,1.3564839329596108,1.7677222725979997,2.3424328341537035,3.313170191320646,1.4757912424006783
꿈속,,2.969753771760112,2.12914656807778,5.617364900455027,5.291296802804562,1.3474437419071184,3.427708479874225
무지개,,2.9317272749061964,2.692929347341707,1.5753699741662275,,,1.6663033287392321
가시,,2.9202051163370273,,,2.6528753956696,4.163762353067304,2.164359253287979
물결,,2.846709238147103,1.7119262235508155,,,,3.8406676486312117
아무,,2.8342683460429474,8.291983000117982,15.52686455259084,13.312038435866032,14.534149675176424,11.23489840225191
동네,,2.8200649699618223,,,,1.2476246851532042,0.7011062750807463
얘기,,2.798451475598057,7.225701923871119,18.133569303489345,12.799154164807582,11.521713321389827,6.381544546676563
둘이서,,2.795847749806025,1.8435918345453626,1.7800368050792552,3.3360121429974448,3.5079938812102833,
주오,,2.7944694669140615,,,,,1.1748076598909194
언덕,,2.7936976634429236,1.9507727804788997,,,,
목소리,,2.7754190806094523,4.083930073781344,4.866666820202,9.818904602551783,10.38083436699635,5.619545188743187
태양,,2.7567252651663487,2.1145745647985263,3.2432504829866216,5.856020565454344,3.4170134900778733,3.179353641530932
약속,,2.7209898848128584,4.702751068082705,11.436365133758635,12.523917155900813,8.197205876628685,10.886557098333137
높다,,2.7158749505923123,3.087362969193128,2.6083569446778636,4.82195294906542,4.151970950800552,4.036869461398458
봄비,,2.70619847379284,,,,,1.0027134440413001
가득,,2.696564926872964,5.193072234021892,5.712454674008427,4.685018704515105,6.465159906267376,8.029726692561258
어머님,,2.690341203388904,,,,0.8796528035124602,
강물,,2.688703641876014,4.632337981757289,3.197214689348222,,,
그날,,2.6117647404336326,6.8436946404268975,9.068208149790614,7.789958606952561,8.0924526149199,18.006739709443934
만날,,2.5986106045127735,2.1653060485776336,9.413495570611945,5.7894593345253025,3.55113362750966,11.251573267692265
안고,,2.582603426931117,2.6170662655163364,6.3405517130460005,7.050570477140156,5.2605788806731395,6.54473239125295
둥글다,,2.512322236645632,,,,,
바닷가,,2.507233589138405,1.1310100504670042,1.926838892615725,2.1475358603632975,,
때문,,2.485512525904391,10.705076874627032,12.769986539631171,15.451060536351628,11.595991986537515,4.622862823284505
젊음,,2.4833639586687206,4.434559955414275,1.2686543088262177,,1.0365001543277543,
아쉽다,,2.46496519268898,6.882663161456155,4.347596332391492,2.7235322290153015,4.50012761974055,3.396011737104646
장미,,2.4589204439263073,4.879748559580433,2.2769294717762483,0.9876920677465362,0.887198826937494,3.3250879112417744
짧다,,2.440019553006428,1.4565783174913056,6.559181830745255,5.500357843012747,4.052867933749704,2.013692997694786
잡고,,2.4258445564103064,4.0468119140907515,3.330329264622915,6.131436156122985,5.685824706000618,2.2783003877769374
가도,,2.419156752167135,,3.8914238112998847,4.230463920208193,3.2944125699528977,0.7645330528741521
처음,,2.412068151752876,4.658705899390258,18.75489305677407,18.174044336832253,11.591990004654578,11.450327547057322
울면,,2.4002687056268153,3.616989269154213,2.628103222832603,2.5600271439944717,1.036775299954758,2.2318430127368485
진실,,2.3665946704114327,4.085179108567258,3.7911121411271536,1.8444861778469912,1.5943626697369244,0.7108940434875481
사이,,2.3456311815132795,6.106336371629278,6.980171354911575,4.201651020813921,9.630908357156185,12.202158624057752
자꾸만,,2.3069656260903693,4.675902682709513,5.128303974091407,8.265814193730938,8.58343024939006,3.4470803837119925
변치,,2.3068767838460786,,,1.7568030598925852,1.021812040206072,
미소,,2.296280818671337,9.180032903596805,16.741632969988093,13.14043037030043,7.469012399720112,8.651190867404503
소식,,2.2857640858543604,,1.4177185941151356,3.8678345177044764,2.7746808494316904,1.25538019922265
넓다,,2.2796291238380095,1.8157026692163234,2.1742078544357493,2.6103897877813598,1.8294609173302836,2.457312117219517
마지막,,2.2612227976485504,4.522449144758134,15.959800531324474,15.141463920795358,14.871726200862334,7.528278730325443
행여,,2.2524938130671726,1.903134958577474,,,,3.4863835036670716
생명,,2.2398542401323165,3.24425514111779,1.7818070767606846,,,
어느새다,,2.239418985861368,4.933723945331442,5.433123676649183,6.703172969089494,5.592040223117928,4.27887276501421
말씀,,2.237413011896734,,,,,
등불,,2.236987754704,1.537897394490168,,,,
가야,,2.2194139554139833,6.381822043345871,5.1479557152269555,2.5830007245781315,2.227715218658549,
기쁘다,,2.219289583747136,2.8487707389283354,3.916441573580972,3.7597889813169685,2.3551076084628546,3.885450056183978
파란,,2.2126925920685965,4.230401405359954,2.4680917545578507,2.458625726650082,2.040423767941185,3.5404137967320506
머리,,2.1816262779390243,2.9872992984300017,6.734499044066571,9.597975390086352,11.06223096714589,8.051244424753369
라면,,2.1739201667788293,6.7614287609365356,7.337860485261034,8.195466022472573,5.524087458203741,5.621052501642563
후회,,2.132566590826464,4.44308646824768,12.46069710983587,13.268247221650048,10.29586088774836,7.165785918617989
밤하늘,,2.1159784563998683,3.0092631682903237,1.4499819405925116,1.5465726652917964,3.4149865498535252,6.7412732262575155
그녀,,2.1095767471032976,3.3409305055951632,21.0895698552356,22.443251406927544,13.34574916250357,7.109554102799406
랄랄,,2.1012601945661427,,,,,
바람따라,,2.092199199288898,1.4077784734782508,,,,
도록,,2.0879720310638796,1.1044703039589618,,1.3603079993777298,1.4617055327496347,3.875912309721616
어제,,2.0738602489611893,3.658367855193823,5.816153417704832,7.022069678649748,5.712722063137491,6.210579291527011
나그네,,2.0664560161760277,3.5976914674336995,,,,
훗날,,2.047246083275228,1.276175214718216,3.5689830909706393,1.6687249483599587,1.2627455622116042,1.9946431555852062
오지,,2.0368561798646456,3.070927072551898,2.8728102832873637,5.752950412852249,3.7322034986707378,3.4091104477625245
아주,,2.03653031186775,3.6831547815657792,7.95632087368261,10.883946875581069,6.111084849840114,7.927722579028866
마리,,2.0348094294916237,3.310966109542923,,,1.5843315036439123,
푸르다,,2.0231163061347903,,,,,
다가,,2.0210635056281383,1.569759521486604,3.934714690352773,6.2072992356470476,2.5308695496784246,7.671726280186002
오늘밤,,2.0091553425444166,6.5471387399737155,2.327265334606474,5.418441858679674,3.407557799067279,
대신,,2.0083816571958453,,4.092745484270516,7.093847267226942,3.896166177344596,1.8798577259202112
첫사랑,,2.0053397192256677,,3.848807971220691,2.1666508209171216,2.4126055400035673,1.2786859265321207
기쁨,,1.9917116381832782,4.736710959293619,7.641366169117109,4.4400551207028744,2.6564724479327104,
맑은,,1.972915186995531,2.9230990463617745,3.882140313158461,1.7908460925940386,,
철새,,1.9595990187202998,,,,,
일이,,1.9017432777822583,1.17887121300452,3.3815197487783712,5.289496928913045,4.451709185771679,1.383476070714568
만난,,1.9007138927980207,2.5602327372422016,6.573913385863539,6.17915026477121,5.3426050361578215,5.883720806487511
미워하다,,1.8522599283402525,4.308874832730833,4.8181957966277995,7.573177131464796,5.4477750598899535,2.454919040124585
눈길,,1.849178730548037,2.975403825708531,3.2114698934467496,2.0546944870212576,1.621697024785654,
날개,,1.8467432298822404,3.9882482589513386,3.816907678038473,3.8871346446933677,1.6912564011721498,2.2313271069740908
우산,,1.8169025114233353,,2.1513141534246447,,2.4577685860796565,3.722298483238442
나라,,1.8157258457149648,,2.5713151853383307,3.073246097056032,3.4569301773943995,2.3889274797507785
모든,,1.8017937083438649,9.949767885508987,23.031051676372833,20.987450784599446,23.517278537101486,29.770898235684147
서러움,,1.7962492477363998,1.4617962359437253,,1.7980584390828933,,
수가,,1.7664624151827595,6.870019750466747,13.009534332134775,14.211945295037179,13.673209151065835,3.5319626803565027
외로워,,1.7614179892017858,7.314292141124196,3.74567319930101,2.2160461920689425,2.866633345367565,5.171698602329513
바다로,,1.7392371629771772,,1.4875224962521791,,,
밤새,,1.7328584794549684,,,2.534830035695003,3.318795158872354,1.2290978851395389
갈매기,,1.7318937831434462,,,,,
빗속,,1.7227532202338358,2.3415142069968926,1.7441159342128971,1.6288357093378,1.5343641140424902,
다해,,1.7196384775952411,1.753224497582386,2.169334047390902,3.627950395617103,1.2104695948714677,5.336387608469442
라라,,1.7004761882016663,,2.458330594530252,3.5488341811032447,2.5082703352180267,
타고,,1.665303967606995,3.327943684122252,1.4832202292677317,4.258029957673043,2.296127242745095,1.8750018379619708
활짝,,1.6606395435768733,1.5345312153865658,,1.3963757289781364,1.849545044452767,5.020654115369716
희다,,1.6415390728658537,3.935711329938715,,2.18127466816204,1.82147178230296,2.025338590124563
붉다,,1.6313640055846335,1.34120672110981,2.885756939022701,2.590722968545923,3.3691508130134498,4.759172350091453
차갑다,,1.6220105515151935,4.49788982613576,6.93684586418365,8.883768194149832,10.141276312813984,3.9475581337939722
이면,,1.62182832517751,3.589596254206131,1.8657101652539738,3.7928249193514763,3.12929637510933,2.29209092745951
창가,,1.6209132683462197,4.022711376277899,3.476428631758447,1.38165188256648,2.1482311219294936,
허전하다,,1.5812162529809017,4.416042162302066,4.026353558249754,1.1457265615425682,1.705097493709613,3.6341365477320724
검다,,1.5740902625889648,,2.6275501048993375,0.9875393148456256,2.394719483025386,
서서,,1.5728988707179168,2.4477050733115693,2.4923066285087185,1.100507710945409,3.753445625427244,1.837135588410116
희망,,1.529283688894182,1.5860057472296631,2.901423128293502,2.460668996587891,0.8513854183023497,1.3493951573374228
서산,,1.5220140619258526,,,,,
설레다,,1.482881746716489,2.54522823750572,1.7384516677830724,5.90823270265323,11.08654215749357,12.416978419211718
머나멀다,,1.4635393099423504,,,,,
메아리,,1.4525253817648567,,1.2428293061676545,1.6910483400622967,,
넘치다,,1.4411759885697202,1.967738221161534,,4.484121197314982,3.8694001330116103,2.720797881074718
햇살,,1.4210999264281075,3.3155245566252676,7.907901745680826,5.357256037764243,6.383257976308335,6.995493171542293
제일,,1.3904196353982454,,2.081495124291616,3.6695203105516536,6.4125574794418965,5.509905803722576
어둠,,1.362873405882078,10.682541082524848,9.900953085887982,5.788299653751979,3.856347302819846,5.016930087945917
지면,,1.3347354474173734,2.644535939201252,,0.9497715880560786,0.9945345114959432,
조그만,,1.3102123859784323,2.261182703376994,3.170255445989801,1.1266452058103131,,
고요한,,1.2858837670439236,1.5023117397874495,1.2116206805074505,,1.4012578796839816,
부모님,,1.2799717344655517,,0.8228101736058979,1.0382135298824593,1.1095372060691366,
마음속,,1.2778382521380165,3.307602185833927,6.545497732501093,3.4270628631915403,2.844396355240987,1.0192102285252442
고요하다,,1.2205456474587382,,,,,
나래,,1.2104736442251436,1.6848973044607223,,,,
내일,,1.1948174281468904,7.778339185771585,7.988847806872378,8.490925590629624,9.33138505722469,7.640747705986872
위로,,1.175633609181094,2.2705022810355677,9.687227366129546,11.787705213990815,10.518514083129308,11.753453298240048
노을,,1.153356483159673,5.197170717796806,4.381590164723839,1.968302248495247,2.795474148360115,
창문,,1.139341947420055,3.944977492659732,2.439354683433796,1.4063841497626683,1.5333972681426615,0.9962798967440232
서글프다,,1.0935629175557868,2.0396865132370388,3.4000087970446593,2.7622126963749736,0.7720576724762548,
몰래,,1.0776686765463692,2.3113428403439933,4.530037349436001,6.747210136538277,6.927273599479763,3.358970993447181
저녁,,0.9734416970685114,1.8791697938797456,4.0269074375677585,1.709439161536343,1.5043314088548516,
보이지,,0.9657852429302732,2.40470562587634,5.24424315486538,5.679308633637282,4.0979427806194595,4.183383116426637
이별,,,14.898754279495195,24.282005819563842,24.263034766219885,17.715870574386706,12.679071123527878
기억,,,9.926275976962707,27.83805084990997,30.19886720860636,22.67126596820921,16.80784046749387
우린,,,9.358624418833765,14.68460714972977,14.904686867408223,17.675881540655308,17.358410576490265
그냥,,,8.976238520624127,14.573695942353812,16.227837594662564,18.040994984774077,18.344907997170196
하루,,,8.425523152940581,13.941008350672364,24.566203169262575,22.52019153180736,13.457227574763845
아픔,,,8.191138461112814,15.058208365729985,12.047588681406646,5.84906290402527,3.036658922115479
남아,,,7.175452614092741,8.181583365633388,8.007362948042438,6.5562923807368145,8.518037542198854
그것,,,6.784132514161861,6.270232979326433,5.519148661498746,3.110767199820315,3.8782812324505445
안개,,,6.598149714239938,3.7443209312397654,,,
불빛,,,6.492945650335941,3.634194489740173,3.1734127287334437,2.27554449994961,
향기,,,6.039028323133492,5.656956938837188,6.412530889360007,7.699198729738951,8.360766112902313
눈빛,,,5.854130216961853,11.50799386761136,10.82807584505395,10.736186041944867,11.788312775171278
한송이,,,5.519095372541015,,,,
계절,,,5.446984961762455,1.1721336546561658,2.9334485974023763,6.551334251117345,6.50841653522719
영혼,,,4.972580966951213,3.8513787455447654,4.574489329828407,1.8725811133183665,1.7023953035141755
방황,,,4.970316449943806,4.171188817397277,2.91953740218135,0.8419897546632996,
자꾸,,,4.915789238831964,7.3967687900689265,19.642295106263997,18.93543141330941,10.571294854647439
새벽,,,4.816975743759323,1.9727183815451812,2.345857331616529,3.134830819922477,3.056805058750244
하나요,,,4.80587551163124,3.2462004348510978,5.0895697674520095,2.703543603656965,
불어,,,4.752071188807929,1.4453722595463283,2.108997790548443,1.781522277277683,
이기,,,4.679885642592855,3.2430959183767505,3.1765603801633184,1.7939716726325399,1.9708814882261714
별빛,,,4.621168038071875,1.165992223294253,2.135714910020705,4.570239568724218,4.756124474990774
어차피,,,4.50815646665943,4.626844524849821,2.9095482133041246,4.446169322410966,2.091731987122309
아무렇다,,,4.507382439360333,9.599239175011501,7.300002078926358,6.029496255584257,3.060874089015843
고독,,,4.223807107287985,1.3607118636585191,1.1881188711876214,,
촛불,,,4.17765082389822,2.128658956803884,1.3417300906707865,0.8458280000556687,
진정,,,4.111051025335651,3.8785649131313247,2.430816547909006,,
지난날,,,3.993023012118981,2.864256843748704,2.6723837428673716,,3.7647175487501507
아득하다,,,3.977451925463908,,0.7995262213200073,1.3030747415548545,1.5687048652067128
청춘,,,3.9233018478248285,,0.8718534674879841,1.3699458536150648,0.8717671518868384
기도,,,3.9087631568471517,7.9617809088612495,7.974265753246177,4.586972564739368,5.111985352594615
소중하다,,,3.850420509104231,11.252776091569967,8.729648129715379,5.71678369421977,10.276837976790437
이내,,,3.839079114131372,1.526004433121606,1.351103318187882,,2.6511975129431082
누군가,,,3.835347307532882,8.215930159308684,4.697505395359858,5.834557583109652,3.146308128382564
영원,,,3.8314531281878295,5.939358775349404,5.343371314737511,1.9652529619255645,6.349662199454721
의미,,,3.8267866207799384,7.303404488611431,3.746242342958921,6.294858622458825,5.576041718661303
내게로,,,3.8192492713414237,7.486327623814981,9.980297982543503,4.299867208496348,2.404046205056298
