,1960s,1970s,1980s,1990s,2000s,2010s,2020s
희미하다,,,3.7996787325951877,4.204513172026618,2.2482797878486966,2.3561180314589323,3.3636926698894736
음악,,,3.7752132004299264,3.9863218148173956,7.69545646934665,4.988301362136249,4.6633351683930835
자리,,,3.774330225900969,6.8970782508456825,7.205551146016589,8.93116978185213,6.724385909666325
연인,,,3.729170911214777,5.608993779310541,3.1558640845415784,2.0081317761929105,1.651011842181315
정녕,,,3.5734381182279202,,,,
숨결,,,3.565473564178932,2.483129819662346,3.0149267711799115,2.3787594372374126,0.8711910773624225
두운,,,3.5440092383362556,5.072239374308567,3.55146393833393,1.8945373201408104,4.211046742419639
골목길,,,3.493718333767812,1.4035971412394244,1.4632353104841054,0.8382772026341263,
엄마,,,3.488712326701635,2.0366609270982234,2.235169924861679,4.57806783789984,2.768270345233106
가로등,,,3.466301766582565,,0.628758401566216,1.1271401555056977,
이다,,,3.439038199534129,,1.9274437923512482,1.9146654292623035,
젊다,,,3.4120122373198836,2.5706455978899063,1.7670891254091432,2.1124521438241652,1.3879950520199213
따뜻하다,,,3.3973532765761605,5.496066048337718,6.345128098484821,7.418735930795595,4.843389791073804
내사,,,3.387468769155444,3.3824235749775196,3.487884603534703,2.289157516502004,
불꽃,,,3.3623235360994155,,1.0014925257912368,2.30580173554192,2.089794775091649
지나,,,3.333636713236698,7.59321236621043,2.453199859581173,6.234135413884279,7.448035553835705
때로는,,,3.2135306309493648,4.431988018608912,2.569009073169828,1.863836065723715,1.0185313310154192
줄기,,,3.147869109192725,,,1.3514833337289025,1.3851455141903624
뒷모습,,,3.1437249814144925,5.017554729323272,4.366783050547519,3.9671124881398065,1.2318004514610623
가요,,,3.1185277423994586,2.6067898235261473,5.232981105080296,2.7307276588609684,6.180054270544293
풀잎,,,3.1063589484876473,,,,
간직,,,3.092783591262552,6.519894939592032,6.25924543237969,2.220066509593297,1.1372021319144843
조각,,,3.084292983061123,2.3461779319035876,1.6126626711570158,3.0258074621571653,
안타깝다,,,2.990524767978153,3.044305994388502,0.9004635914651904,1.297913480923642,
표정,,,2.9458651188156897,7.113906613673221,6.446005877413614,7.63245184779545,3.404574331805548
허공,,,2.9303703646263473,,,0.7364878993289067,1.9593218184759402
두렵다,,,2.9055325659541005,9.820625618228771,10.167284327282406,8.715066722716545,6.275110279055416
무정하다,,,2.898589634392804,,,,
벌써,,,2.871246776265348,2.739012081357736,5.704592229963067,5.616077529679312,1.719012649457705
사랑스럽다,,,2.8423595969455615,2.0658215085446936,1.447578664323896,1.7229593512596333,2.5051970920861057
어깨,,,2.8047078050892966,5.997563599288944,4.747343039885642,4.081386678099904,2.7268190820770966
애원,,,2.797504810122563,1.3372350464112868,1.9738069317092786,1.064636942996624,
아쉬움,,,2.7787626630281252,3.888677582519127,0.9168098266603928,1.655000934492894,
더욱,,,2.7273288413948764,7.971783203932201,4.009301723162927,1.7264732830059044,2.6469679713089844
젊은이,,,2.7155496733872964,,,,
입술,,,2.705660237612975,5.277023983540825,10.14819526597423,10.635716662864937,2.4780439270531867
마오,,,2.686019356244899,,,,
연기,,,2.683727671773832,1.4663071496042577,1.9502606562130165,2.44926155763539,3.3453466754093024
만남,,,2.6614185715308394,7.200027979107317,3.341440100475661,4.264606455593853,2.3782102618361485
항상,,,2.6609135774475208,14.539617054752672,17.127391717008265,10.82088699081624,8.716774231865509
시작,,,2.65917596281676,9.436952997209076,10.74816699709111,11.384666360944014,6.94837764182759
감고,,,2.6306053343911353,2.7269592301666745,4.164918732397085,3.020670671040526,3.9708223524123656
별처럼,,,2.6248045121934496,,1.9377179246538816,1.543111948101899,
먼저,,,2.575686835079048,5.334251085069388,8.980007296384755,7.255179215960077,4.691817757230031
피어,,,2.561045327635846,,,3.4298742476555026,7.136537470046617
새롭다,,,2.5580194254982125,5.206097545561237,5.344622810653536,6.089684108393337,7.223421101940906
운명,,,2.5549449144245884,5.570458972983378,5.5450725115811625,7.485773583994548,8.050288924528832
과거,,,2.5213044699647003,3.2858512199991883,1.4497794576689145,1.0534965030258356,2.4883387900168876
어도,,,2.4805644463107415,2.031255424604993,4.976459642734566,1.9278472628166812,3.9002870369299143
가까이,,,2.475186454687386,6.278390630145596,5.571853475273428,7.167171674299301,2.363058705506446
향기롭다,,,2.4719149423249553,2.4855263646593735,,1.2477530859219352,1.4222324678419538
그대로,,,2.42875323038026,9.99584733881078,7.35827869331806,9.360709735545429,10.756378666271056
한단,,,2.396970594598704,3.6066216575265333,5.667923755162873,4.3120800119359535,
내겐,,,2.3873480282094293,12.87380221706124,12.295468880048325,9.786856327865049,4.015246240121846
나뭇잎,,,2.3840192246384837,,,,
거기,,,2.38092543053163,2.2225729209481804,4.452072857400964,5.614991260285184,4.220097897046606
갈대,,,2.379703239791733,,,,
따스하다,,,2.3788233402560572,5.6111934804733155,2.8356596693679355,1.57968129255307,3.583834258749001
높이,,,2.373503128569674,2.306419132287363,4.5242571784792665,3.913396720228282,4.48549340163392
나비,,,2.3582734800285587,,,1.233959796495719,1.0027134440413001
창밖,,,2.357051458373119,2.802477739991297,,0.6672539673221062,
느낌,,,2.3476303403262455,9.256579062066942,7.115084802511586,9.971831257638183,10.746686619583302
한숨,,,2.3467944824628297,5.613898270456565,6.915123821613397,2.8540572884895417,2.149521949745108
손짓,,,2.333563288117377,2.579224173974957,1.4048305408292965,1.1028678999990675,
인사,,,2.3303651385121738,2.499773983720509,4.257884598078158,4.167102359681098,3.483237989069966
찻잔,,,2.317202591669012,,,,
평화,,,2.3146214743379057,,,0.6377879463580817,
꿈결,,,2.305679905952219,,,,
고이,,,2.2976881933456457,,1.9203458349937688,1.114072640772402,
대답,,,2.283576986289909,4.72832811382469,6.070950115850452,6.677590670738122,5.928767402262384
바람결,,,2.276193068492359,,,,
용기,,,2.2705452431583355,4.053463953697717,5.175227072510966,3.575363077753856,5.679536362843034
종소리,,,2.2360506858991616,0.9201667674770345,,,
보이,,,2.23503019130424,1.897022392544437,5.3629265580851895,4.8172103788464415,1.536327279241331
기다림,,,2.2332908591311003,4.500050711776682,4.846032205946138,1.3329713961943985,5.087838868299445
찻집,,,2.2163044400674843,,,,
노랗다,,,2.2095597396001287,2.1733620567387457,2.4932019298587447,5.770544743936547,4.503364847371892
바위,,,2.2060001248175114,,,,
커다랗다,,,2.1909795332906756,4.649343703548008,1.950944440936015,1.608065137317268,2.6415189316791787
낯설다,,,2.172793566328287,3.7031423679101287,1.9968317796534245,1.8893353532681738,1.0628483987118391
거짓,,,2.171844981235684,5.516233123321918,4.262967343758774,1.7863869750109205,1.9409404936436672
달콤하다,,,2.1715357807882913,3.9965549335158728,7.601866190335573,11.059802284091338,9.159598753827927
귓가,,,2.1585387407151337,2.2264262881641135,2.9730135184751703,3.433689322872011,1.8271365713221188
방울,,,2.1470568512490327,,1.802107497989644,1.4470699031446057,2.463226596739341
가끔,,,2.1411086431226587,10.299210285672718,12.096098432631182,9.196122154257873,10.250970274568886
도시,,,2.1402093761684187,1.5760020596443354,2.7282560521354036,2.3019029367879216,3.050905228367864
달래,,,2.1318648892889724,,1.2525677872782452,,
필요하다,,,2.1226935999190606,9.418533213543405,7.786459075409486,7.198258523505186,4.980792633948653
미래,,,2.112107712817965,5.821671736461066,5.010760024996458,3.581959004400706,4.864042656640445
외면,,,2.11056052770185,6.241722617313704,4.394263956722695,1.3056239760883683,
까맣다,,,2.1084722265534257,2.4232080714945887,3.152556767811725,3.8307222382684367,3.3537146778803413
진하다,,,2.100858111000642,,1.5584434177624815,1.7419632887563479,1.1357798158288763
어떡하다,,,2.0806166495605742,5.348172243013813,12.58418553651183,11.70751769153157,4.302194427438076
달라,,,2.0669789189589935,2.7857411854460996,7.0117334850003985,7.382116732242123,4.771457086644835
석양,,,2.066786362157237,,,,
이해,,,2.058898070252184,11.665685747684124,5.804261339734932,5.972231408984611,1.907114552177407
담배,,,2.0580371296838518,2.0260539694173185,2.960262655189798,1.5246594311242476,4.051861956728643
누나,,,2.035704318224343,,,,2.160514747622143
허무하다,,,2.0266312516116267,1.431191030018827,,0.4367078011286732,
어렵다,,,2.0164318825549277,7.606791064506904,3.403116177310727,7.047403830119264,6.665242835914206
어린시절,,,2.00140467621541,1.2107692916755262,,,
불면,,,2.00039240101384,1.2733808469041124,1.6844455054724763,1.8609396466759358,0.7590696939324306
애가,,,1.9992311590725806,,,1.3486212850244295,
옛사랑,,,1.995265712580255,,,,
고여,,,1.9849144685567248,,1.4809374104736834,,1.457728776525281
비바람,,,1.9837923698660291,,1.0510749411683922,,
황금,,,1.9801151415375904,,,,
산들,,,1.9771066661321348,,,,
불씨,,,1.9603283722801126,,,0.5929537728215684,
보아,,,1.945221690597101,2.40237966138301,3.109267184183907,1.8778307830582506,4.912564591728333
포근하다,,,1.927947283165046,1.16742714900664,0.9531992092427907,0.7559734361099423,0.9365255952149395
다리,,,1.911765908228001,1.0870466523694577,2.0801523846975263,3.0876006597962786,1.5898977988168321
기차,,,1.9093655529199363,,,,
무얼,,,1.89565377614083,3.2686477669037686,2.4273638592516575,0.8064055513021324,5.932317933851656
그림,,,1.8844013974947587,3.570743182352488,0.986436822931384,2.9372662398966614,3.1605468755205677
때론,,,1.8744462750163093,6.797802805567671,3.86108206784564,1.9970498656304925,4.884625635510846
방랑,,,1.8646329522854668,,,,
텅빈,,,1.8426216196719516,1.6833815476041591,1.7660117887868545,,
꽃처럼,,,1.8423064042965458,,,1.5818350618582868,
화려하다,,,1.8310851849636376,2.7955020214902833,1.376874637322607,2.423147341621649,3.553169120395944
환하다,,,1.8140298849923877,2.235670449880206,3.6841149246689993,2.314453468111335,3.4759494976879144
괴로움,,,1.8032997119964178,0.9320611750959282,,,
나무,,,1.8031646865469932,1.0159433859148657,2.005376827946145,,1.759435462024628
주지,,,1.7781928221908143,,2.899308850102535,1.2749479464019724,3.4191594705265937
이세,,,1.7774763648186145,2.3294255213745174,2.221566631445683,,
이유,,,1.7720793573867777,13.744783139734144,10.065230895554178,11.820724513285557,6.608314057441737
나이,,,1.7711726490797224,2.0481199776485033,3.3347581953368635,2.024614502995523,1.646101941366042
침묵,,,1.7561356326890452,2.5724794893661973,,1.2837158576092287,
손길,,,1.7538202033406722,2.5399275498282816,3.5584892501051693,2.361475049939046,1.4506252510444186
불타다,,,1.7409713475226622,,1.3053741208092888,1.014952974342574,
하니,,,1.72503787699473,1.5750628265926925,3.752420076893146,1.6122543693126579,0.23773711136824013
천사,,,1.7152229340979466,2.2204908981627334,2.409893934325003,2.4195141349048366,
잘못,,,1.7058007182986545,5.9729295756655585,5.1319473388016785,2.1960476038606767,3.054199700450843
말로,,,1.6855780024565092,2.4716392457425673,4.146091019253468,4.68004144355605,3.5478406726367484
미로,,,1.6815645790678875,,0.9177345325660393,0.8798130844216827,2.791168015991585
맑다,,,1.6802107748400854,2.443109048196978,,1.4665953892740247,
흐느껴,,,1.6791794456634574,,,,
눈속,,,1.6779078674064962,1.306415806315258,0.9463466100970783,,
어른,,,1.6757234100976048,2.700793087407428,1.3520759830220297,3.0331863671414547,3.9870841359598126
물새,,,1.6729236194401698,,,,
기약,,,1.6635922701961448,,,,
술잔,,,1.6533200570516418,0.9322695285143167,1.055121715215063,0.8500798652145134,
다한,,,1.6519324825566741,2.7467409825480007,2.944243570200333,,2.5718775792479946
야하다,,,1.648627484599246,2.2282980186943955,2.104625498337317,1.7711836989950185,0.8293048561130729
피고,,,1.637869448950208,,1.975694054838696,3.5248127655495796,4.882033278540803
수만,,,1.6035090787434594,2.178805479399884,3.184852239051532,2.6505277686599604,4.309760338842831
바람소리,,,1.5980984881369913,,,,
듯이,,,1.5968241566970558,1.449864284632706,4.6845852603611045,6.2491988382578105,6.380563268694987
여리다,,,1.594207079528128,3.094345548320214,2.002196090666455,0.9947377093026908,1.2149314249378642
예전,,,1.5825522103635334,6.7921635654710455,5.930342690373349,4.501275120457979,3.92855851660396
낭만,,,1.5720659556579342,,,,
가신,,,1.561769410385542,,,,
속삭임,,,1.556562150597564,1.596725400654543,1.5814495483539075,1.0926347836408765,
짙다,,,1.54550264311308,2.716984781606127,,1.4661365913213773,2.5912535265446
몸짓,,,1.5438757862906227,1.5424083234961512,2.967903355345351,1.5213029711563193,
오후,,,1.5438593628121389,1.0718186765562916,,,
그늘,,,1.5411373635575711,2.5297564930415586,1.2768011306700613,1.2065137100715702,1.2254591112948112
반짝,,,1.5333455256389934,0.8870732041146108,,1.4926978208785397,1.837719894827918
갈수록,,,1.5260024221879447,2.781804450097379,2.5016272737805183,4.597799292927322,2.408968979795819
답답하다,,,1.5021911995322954,2.417883663627047,3.1794598163270704,3.5446405386469886,4.753340353317599
안되다,,,1.497363937604205,4.792658385981656,14.808831973252609,5.755303568178476,2.0597741385691886
골목,,,1.4864346668639614,1.5329141003663789,,1.0673193444471059,2.019291684349148
내지,,,1.4864131901851527,0.894700716077933,1.1582825606615548,1.8258421281214625,3.233920020631953
어쩌면,,,1.4841078398635885,3.152291420513485,5.950643388785528,7.948417518472478,5.268160565599496
밉다,,,1.4831086302853762,1.160825155325731,2.6693047111943544,2.846234803692423,4.110150257697801
송이,,,1.4818330774201725,,,2.2152224056544143,4.6273631828532595
세계,,,1.4697577500809857,,2.463921467126829,1.9737143775684405,5.147284469007944
종이,,,1.4619363901388474,,1.600472736493526,0.5289530590359577,
소망,,,1.4554772059676924,2.961731379558206,,,
고인,,,1.4479557134756864,,1.2693025220635819,,
지네,,,1.4342888384990404,1.0960807842977984,2.463141561127512,,
인연,,,1.4285429396732727,3.1122949969043914,4.063169114078888,3.9633182738378507,1.1281158253930015
정이,,,1.4218360087061837,,1.3379325389117849,1.095823334650563,2.4513515855484904
눈부시다,,,1.4083524070899864,4.212904977145411,5.943147076702945,5.066237737636194,12.17060377601928
발걸음,,,1.4021421245851273,2.392086433703149,2.921360469112925,3.1053527656199593,2.6646517961373037
걱정,,,1.3883002640987827,8.466425116678186,10.506314007843091,9.782211620813197,7.312604740695318
온통,,,1.3839625592097695,3.688674054771634,2.0946676286338013,3.1401587344292605,9.068359106954382
문득,,,1.3750781952520397,4.471173905858152,2.970513363740749,1.6499824349971064,4.433370061195954
더하다,,,1.366089564209354,2.8764071784664,2.4933536195800468,1.987092144097495,
초라하다,,,1.3643956675436584,8.68659970390653,4.323160762507912,3.0270591362545027,1.621713683956629
길목,,,1.3579946350330252,,,,
흔하다,,,1.333961815373994,2.5464447034743736,3.289457272395953,5.118866395724767,
간절하다,,,1.323872789470678,2.847261747302113,3.232590144647556,1.6614561415107931,
어느덧다,,,1.322849445018082,0.831951754360321,1.0509466797354154,,
믿음,,,1.315998884927852,2.5726510255207926,2.7577314610438632,2.7726849436422194,1.1090787361658097
수줍다,,,1.3156730930455987,3.708686316630381,3.9532188140502518,2.087905340471434,3.837670271090848
유혹,,,1.3094817156239669,1.842592328483622,2.5810885026579444,1.276479768924544,
야속하다,,,1.2916930085154266,,,0.9676586260583042,1.305330013010409
찬란하다,,,1.2887402105274284,1.0767944690879936,1.343952902263864,2.289786527832656,3.957938662524302
옷깃,,,1.2867370489161094,,,,1.1349423946984991
저리다,,,1.2702804568183672,,,,2.3061178890980334
울음,,,1.2542839395469898,1.3225598217569423,0.7393812647600784,,2.629242687449656
흠뻑,,,1.250462037155272,1.3867603906492232,,2.5477497474702,
손끝,,,1.2482083668403285,,,1.8402652898268375,3.515669722800095
그리움만,,,1.2434676191874767,1.8978478866473887,1.3750021321655461,,
갑자기,,,1.236882131377452,2.0866167215557505,2.648122400786123,2.0713835594282686,4.089770822404567
일도,,,1.213067496849281,3.0799896240991558,5.0267773532383115,2.0599426025659193,2.178303958755426
누굴,,,1.2122245708675088,2.868245764150245,6.379098794904961,2.187498301458458,0.9905168584824164
맴도,,,1.2122189772738174,1.6200973864592312,,2.1261543870443065,
설움,,,1.1762440819015276,1.4697286334815147,,,
휘파람,,,1.165471338410868,,,1.4036914108673004,
달도,,,1.1491326592696178,,,,1.2786859265321207
뽀얗다,,,1.1430797629172211,,,,
원하다,,,1.1404787801429013,14.687631701449204,19.913846696336712,16.83238812253964,14.719219929535742
발자욱,,,1.1315795418663008,,,,
네온,,,1.1221581302849593,,,,
까닭,,,1.11288578858184,2.203393718858597,,,
허탈하다,,,1.0993908741449077,1.538472291513551,,,
기분,,,1.0903354830940537,4.218577619196388,6.736308816194906,10.427129341220727,12.066735481728006
너머,,,1.0766160646571798,2.7352880449990757,1.1040941227346102,1.7784639925393262,8.228571054936262
눈가,,,1.066895575120599,1.9981063884816075,1.7935597426203864,1.1875903749961911,
먼훗날,,,1.0622874025577822,,,,
필요없다,,,1.0164356065372362,3.328603294615497,2.8700223535078258,,
단풍,,,1.0109520742076192,,,,
어지럽다,,,1.0060694241517454,2.071263288465055,,2.913725449361168,1.3064973801438577
가깝다,,,0.9936403774839995,1.6495313540561107,2.2582913125758384,1.8780862390831852,
가난하다,,,0.986625060159694,0.759358648062795,1.3288715528996708,,
사진,,,0.9850276512577352,5.468122746940653,4.567664970793901,4.2695250625862515,3.652184311488922
몹시,,,0.9813839663383703,1.494025172035483,,1.0560414074779436,
물든,,,0.9660826460846111,,,,
저리,,,0.9388011495187402,1.0840631920784458,1.8789189472274352,2.43706471692347,
나날,,,0.8409063833849386,2.084092875038958,1.9896011990809548,0.8849211775754285,1.2735945608713333
성당,,,0.768781753668564,,,,
새우,,,0.6610767746832904,,,,0.8797626708181872
힘들다,,,,15.865572185901701,19.54405959160695,12.654916278702801,7.034404274917891
괜찮다,,,,12.391507168333424,18.898435012969454,17.286392658431282,19.67754093636826
제발,,,,10.006643303386113,22.441851049340137,14.752956941134869,5.203590111000838
미안하다,,,,9.036912517202643,20.27162736198064,13.071893343462131,17.325634920464708
힘겹다,,,,8.910793312108988,6.477055384537674,2.0152177941510305,2.478329033740392
용서,,,,8.16734817271938,9.759419084715194,2.818673492544699,4.47131639027403
남자,,,,7.599585758725253,16.43955941229373,16.179988316105874,4.4669791197544315
편하다,,,,7.300531943038322,9.239519412000604,7.5081768546413965,7.341631681407531
포기,,,,6.949617846286793,5.640006964282027,2.973725903925092,5.609302945932033
준비,,,,6.87387802880338,5.892548756276454,6.2269809363642405,10.504208230616033
그게,,,,6.306922237864337,11.119904610443887,10.879672352923217,11.124570977517049
매일,,,,5.804046710208182,16.254907468916237,16.736944359972522,20.402860858675215
힘드다,,,,5.585903639076876,7.720779844892104,5.731402632597234,8.52897131677536
필요,,,,5.449013562226599,3.3770435816320434,4.2568794973967226,5.108389513373057
착각,,,,5.333623616808938,2.9676517045599673,1.8952442535894454,1.308808449889606
욕심,,,,5.222118461267572,4.27374835625033,3.850643226005378,4.271125446769225
얘길,,,,4.957976222918032,3.1905927973456887,2.217894376378405,3.739751381429386
영화,,,,4.738019196541179,5.089632026505116,3.7787942716007215,5.404475599988793
이제야,,,,4.735164911700063,5.326257690269328,3.818244702594785,2.043816352064574
거짓말,,,,4.706182324908759,12.481697420290535,9.422164222515901,4.938337447229691
우릴,,,,4.592398547807724,4.491616957975536,5.299788146539956,10.727156077730784
어색하다,,,,4.530580204131799,5.034082698324892,4.184446069600777,3.6676680338848953
워워,,,,4.506205263589489,,,
사실,,,,4.464797361898683,4.371848090723489,8.579063609541299,9.705686359849773
그땐,,,,4.421447322420189,7.056914504661326,6.615696227992404,9.236276131418549
소용없다,,,,4.3714738300108955,3.333654129254132,1.7077142830686145,
현실,,,,4.23479953142506,3.6765976695107945,2.721756875125648,
똑같다,,,,4.234491439294527,6.250028382886904,5.972355295649674,2.780737504449329
아마,,,,4.216564619387273,4.622085857901573,4.980287568251274,5.272502216227225
맘속,,,,4.177956827164191,3.769527240087246,3.022313112634555,5.643326346736499
역시,,,,4.1251166516890905,4.528099309438969,3.313172299084661,1.4626871230851197
대로,,,,4.059396923761038,3.52501321466455,6.615862789505719,6.440660141448251
수도,,,,3.978607336843771,6.792976902867551,6.661964043268314,3.8071777375265197
우연,,,,3.9730165963349284,2.5648592610949184,0.9137982566731161,1.7317296925604708
대도,,,,3.9718542723987307,6.521286636521884,4.50758145417984,9.096549779667464
설레임,,,,3.892150504325283,1.6115784941572455,2.2083938593588965,1.6791738336180486
끝내,,,,3.82419884993954,5.530296573858394,4.155866124888631,2.8512754229074195
주위,,,,3.809154754129701,1.3918139534882137,3.80056721877432,4.039454040858442
하나로,,,,3.776238566736669,3.4697786766904484,3.0046312882809847,7.024156647083581
이해해,,,,3.7529138802320903,2.3884140236714035,1.5482229739651558,2.9541375959326004
축복,,,,3.751855684225462,2.725842530240689,1.028887207320814,3.441414556622947
보지,,,,3.7219904794335945,5.096428012393521,6.571916209448351,3.8731269320388924
비밀,,,,3.694439513599354,1.665517900755793,3.9558662031085197,4.305002435253919
솔직하다,,,,3.6932866142301495,3.7041393791649826,6.5674155179672145,5.366435909962389
기대,,,,3.6452724054768066,3.999210746149085,3.874677238354787,1.3693110145682006
바램,,,,3.642222903471522,3.437454532884837,,
전화,,,,3.6265696519636315,5.678053027579602,5.646427430450652,4.919913329884731
종일,,,,3.604459581077099,4.860524374814955,6.629912760800617,5.203230523852592
고백,,,,3.5393772715426404,7.435252779552474,6.2834399705757855,5.840192528665799
여행,,,,3.5300752514730154,1.195880431311106,3.036315377313786,
상관없다,,,,3.4870735855792354,5.192533537599915,1.9472963149101128,2.0284461937912854
흔적,,,,3.4853210760279354,3.8192888146758017,2.963960115010276,1.2084924293389154
예감,,,,3.3628439933038488,3.181118478478429,2.3775708712515016,
처럼,,,,3.3344963339712077,5.256073974469205,2.6126344616336423,1.4972014254343662
고민,,,,3.326269758855425,3.3605300137940177,5.0290156461420965,2.817054080846935
존재,,,,3.2588494155567704,2.3185704093655755,2.4366532326476533,2.5167995756527435
선택,,,,3.256886363749377,3.1383996695793184,3.0365549479666534,
미치다,,,,3.253530029704754,18.242024316702725,24.702825180278094,12.15635755926223
도대체,,,,3.250060722293474,4.465401273979228,5.396751253604187,1.6546947132760732
무대,,,,3.2450419357629903,1.639246498739901,1.9252108895094509,2.0113646729393664
고맙다,,,,3.202236064195695,10.676401605180393,5.288886167300772,12.162860643574954
그녈,,,,3.1925729228453013,4.564246398996249,0.8022818938346298,0.6333493583066884
실수,,,,3.174875040482759,2.4771209645649903,1.727404098734236,4.931681101382841
뭔가,,,,3.172572623424842,2.6029737696162902,4.710157428752895,2.0359627546150905
원한,,,,3.162842983801371,2.6609671648750193,1.325014232062882,
랄라라,,,,3.142810918551786,,1.6998986698820244,
변명,,,,3.1177707701050994,2.6598351783200522,1.2111859938794602,1.5603523497258613
점점,,,,3.1039814804220063,4.44923189972434,9.02467142621036,6.758740088970345
애인,,,,3.0883593858108758,1.6169114468222117,,
며칠,,,,3.0855168411234493,1.9796956598110949,1.9429663754534414,2.7114516054752063
기대하다,,,,3.059220057504204,1.4894740098461263,2.0830775584429797,2.4219677182392503
환상,,,,3.0580908952605093,2.772403758775178,0.7957313137397586,1.5486663680354429
우울하다,,,,3.042681212410668,0.9779631673409582,2.3721545639546098,
헤이,,,,2.976355999114898,,,
생활,,,,2.971998980115497,0.9539344482258519,,
표현,,,,2.970905636806257,2.845933055031589,3.437051615212111,3.749048041001468
자유,,,,2.964769290641535,1.2641708817830266,,
자유롭다,,,,2.959897775241778,3.7525583459354492,2.967190752753343,10.001573342300626
다짐,,,,2.9521231909409407,6.294455519881889,2.1569706430762396,
두려움,,,,2.9487316742561913,1.746585254984788,1.2523555711804768,3.1230404646198955
불안하다,,,,2.9227053983474613,3.840366593011868,5.62597222587241,6.568542430649088
계속,,,,2.922331267499651,6.800500366455669,10.092142275197514,8.041850472340398
어려움,,,,2.881067160864324,,,
부탁,,,,2.873067276152712,6.154913936441463,2.437975675940694,
서면,,,,2.869198966510976,1.5268410132719836,0.8321897565456877,
어딘가,,,,2.828241730925424,2.510367612378889,2.055938461966916,3.414316324674697
헤메,,,,2.8238353127048383,,,
선물,,,,2.8118364653400643,5.908555308578447,3.4652177738794463,4.755718505971631
허락,,,,2.767685292299345,5.259731913126094,1.8640556643750568,2.61329307341212
오해,,,,2.738543047138868,1.9929122615428592,2.051958149321567,
는걸,,,,2.695171395677858,4.663124953547159,2.3164889684389887,
자존심,,,,2.6802784048013226,2.8983866286109494,2.873513309567021,1.0579865680772345
일지,,,,2.657314157288645,0.6718863367037112,2.0304139556321186,2.3979593087785585
완전하다,,,,2.6571247752545886,1.9187086136969385,1.4480884375748302,1.5580072189110936
굳다,,,,2.6434035095950748,2.5455477542241742,3.945664601484649,1.8841650960986893
진실하다,,,,2.6291895782936985,1.4450547076840565,,
중요하다,,,,2.62281118741927,2.263256562945274,1.9360935040809384,3.178715690224205
자리다,,,,2.613232237074528,2.810416430185356,2.2584105628640554,0.7860948163620199
된거,,,,2.6059788451724657,1.023439297117209,,
어리석다,,,,2.5710772297918276,1.5824328664355962,1.0839972341420623,
주인공,,,,2.550469113886642,1.6528724679869136,2.642922704971646,1.593073393525513
냉정하다,,,,2.542388771983682,2.851141717231009,,
시선,,,,2.537190602115221,4.952222075301738,5.125632843688542,1.6253379791039135
부디,,,,2.528844715107757,3.378474987811382,1.525805242392299,3.567343729141433
하루하루,,,,2.528026572542062,3.752950626281807,3.191584604349686,1.8110831425735308
싸늘하다,,,,2.521685945292184,,0.9205996563578278,
착하다,,,,2.5040935666165445,4.0955481343267985,3.6765090293588476,4.555996986111844
어쩜,,,,2.48997893879999,3.3105487264284195,2.7100511233849827,1.715039960356925
멋지다,,,,2.4825754103822035,7.871743873748113,7.59580792516289,4.622085950076435
잘나다,,,,2.4763868076609876,3.090460795492214,1.5407923635538856,0.897471830713719
이건,,,,2.462515930070465,2.7735428074328015,7.89390778742958,8.38222119825203
입맞춤,,,,2.453290790239822,1.6543704933024503,2.1163108757099436,
궁금하다,,,,2.4444903628816674,3.266319472039906,5.513099859714166,4.722160021316852
차마,,,,2.418583031721088,3.5423775134287716,1.187339652819864,
따윈,,,,2.407037205956905,7.1826807956422645,3.8442573976169014,2.6823245420568465
걸음,,,,2.398199215621853,8.93904418336634,6.350336155395223,5.7688986959286535
여전하다,,,,2.3702461262679004,4.3326541862113235,8.641967291266669,5.330566134001483
부담,,,,2.3685915827269204,1.9513567509152987,1.6805286653980696,3.047770786304944
강하다,,,,2.34173937060686,2.6636129796986077,1.7002762817806842,2.112395482304583
무겁다,,,,2.3237186448657083,1.4726319922620301,1.7924734413493857,
먼지,,,,2.3123772109241894,2.762572895050188,1.9110171888371126,2.5545142820233657
싫어지다,,,,2.3072169459582206,1.5250935453958139,1.3618472970363666,
거울,,,,2.2972451347789535,4.628562191444162,4.624980068197237,4.655748195509389
이후,,,,2.2928872860910436,1.995461245067328,1.2076887621832793,3.3881233769640198
거지,,,,2.281480097690931,,2.4123705335027865,7.343927897822044
상상,,,,2.26507555316184,4.653905424721973,3.4012422221844925,7.075710840842488
바쁘다,,,,2.216614564588291,4.910123486836808,6.492807690039449,5.603048211908101
어서,,,,2.2095225365220172,4.9965719636679,6.674115596303124,3.7657988776849027
산다,,,,2.2033788505811,2.975015750956883,,
서나,,,,2.2033135440962974,1.7905336439558694,,
빈자리,,,,2.1980515176934254,1.3024848346785973,1.4405355148996415,1.402538447253167
의심,,,,2.187949575394312,1.026256239833695,1.2266383947577455,3.1380799845606697
안길,,,,2.183364086175248,,,3.875912309721616
시리다,,,,2.17245651674229,2.9945030518781017,4.249528781478868,3.4310782717223005
눈앞,,,,2.1690782171646,1.7125675632067126,1.1880813374525447,8.650867960912608
상속,,,,2.165545795100471,1.8692716280227863,,
화가,,,,2.159206443874568,1.4379501426654762,2.6041453090227207,
굳이,,,,2.144439195763961,1.1318880207718232,2.281365678016926,
어머니,,,,2.1409826790346442,,0.9044046495810972,
인형,,,,2.140418227512096,,1.4339213720380874,3.050719243818887
